C,penalty,solver,class_weight,cv_accuracy_mean,cv_accuracy_std,cv_f1_mean,cv_f1_std,cv_roc_auc_mean,cv_roc_auc_std,cv_precision_mean,cv_recall_mean,train_accuracy_mean,train_accuracy_std,overfitting_gap
0.001,l2,lbfgs,balanced,0.6029741997133302,0.037430403768889016,0.6199254973122102,0.04252934597966198,0.6178388271007952,0.04808419747027669,0.6117323318308318,0.6306294326241135,0.6033327124962675,0.004417071427060507,0.0003585127829373036
0.01,l2,lbfgs,balanced,0.6073339703774487,0.03516107794018211,0.6270960145305098,0.033617910812965925,0.662834260154739,0.052666206881628944,0.6151041645265709,0.6412677304964539,0.6092887572320127,0.0034392564131980603,0.0019547868545639613
